features,fractal,model1,model2,dm_stat,p_value,n_obs,significant
DIX,hurst,ARIMA,GARCH,-21.061982598667147,0.0,599,True
DIX,hurst,ARIMA,ANN,-51.939503051289066,0.0,597,True
DIX,hurst,ARIMA,RNN,-52.00739282532015,0.0,597,True
DIX,hurst,ARIMA,LSTM,-51.916813654454316,0.0,597,True
DIX,hurst,ARIMA,GRU,-51.831808703781576,0.0,597,True
DIX,hurst,ARIMA,CNN,-51.85990801416706,0.0,597,True
DIX,hurst,ARIMA,CNN_LSTM,-51.72688569817107,0.0,597,True
DIX,hurst,GARCH,ANN,-82.3778037262453,0.0,597,True
DIX,hurst,GARCH,RNN,-82.45165722111476,0.0,597,True
DIX,hurst,GARCH,LSTM,-82.3367782674649,0.0,597,True
DIX,hurst,GARCH,GRU,-82.24202049475437,0.0,597,True
DIX,hurst,GARCH,CNN,-82.30477807629178,0.0,597,True
DIX,hurst,GARCH,CNN_LSTM,-82.15466561537427,0.0,597,True
DIX,hurst,ANN,RNN,-3.3780562091933826,0.0007299184799194336,597,True
DIX,hurst,ANN,LSTM,0.8727919766879302,0.38277649879455566,597,False
DIX,hurst,ANN,GRU,-8.912624190417441,0.0,597,True
DIX,hurst,ANN,CNN,-10.16010264520303,0.0,597,True
DIX,hurst,ANN,CNN_LSTM,-21.51569722591516,0.0,597,True
DIX,hurst,RNN,LSTM,3.21899182163221,0.0012865066528320312,597,True
DIX,hurst,RNN,GRU,-3.554051996339269,0.0003795623779296875,597,True
DIX,hurst,RNN,CNN,-2.7095828302155787,0.00673675537109375,597,True
DIX,hurst,RNN,CNN_LSTM,-14.759474042351737,0.0,597,True
DIX,hurst,LSTM,GRU,-14.737003014888845,0.0,597,True
DIX,hurst,LSTM,CNN,-13.08015549872845,0.0,597,True
DIX,hurst,LSTM,CNN_LSTM,-23.268819059710854,0.0,597,True
DIX,hurst,GRU,CNN,3.9147041459494814,9.036064147949219e-05,597,True
DIX,hurst,GRU,CNN_LSTM,-22.015536701056316,0.0,597,True
DIX,hurst,CNN,CNN_LSTM,-27.554576076610797,0.0,597,True
DIX,none,ARIMA,GARCH,-18.603575912674465,0.0,619,True
DIX,none,ARIMA,ANN,-44.0163241841992,0.0,617,True
DIX,none,ARIMA,RNN,-44.173383054245306,0.0,617,True
DIX,none,ARIMA,LSTM,-44.31516890284479,0.0,617,True
DIX,none,ARIMA,GRU,-44.26438256130292,0.0,617,True
DIX,none,ARIMA,CNN,-44.12315711070915,0.0,617,True
DIX,none,ARIMA,CNN_LSTM,-44.22037403770755,0.0,617,True
DIX,none,GARCH,ANN,-73.77433025933075,0.0,617,True
DIX,none,GARCH,RNN,-74.11291645333249,0.0,617,True
DIX,none,GARCH,LSTM,-74.26293954096634,0.0,617,True
DIX,none,GARCH,GRU,-74.18106792182593,0.0,617,True
DIX,none,GARCH,CNN,-74.10212923748847,0.0,617,True
DIX,none,GARCH,CNN_LSTM,-74.11863169656895,0.0,617,True
DIX,none,ANN,RNN,16.705970696074434,0.0,617,True
DIX,none,ANN,LSTM,18.625259405552107,0.0,617,True
DIX,none,ANN,GRU,18.651352824916646,0.0,617,True
DIX,none,ANN,CNN,11.2894801945299,0.0,617,True
DIX,none,ANN,CNN_LSTM,18.619032093937708,0.0,617,True
DIX,none,RNN,LSTM,14.93455537752232,0.0,617,True
DIX,none,RNN,GRU,15.940896719265067,0.0,617,True
DIX,none,RNN,CNN,-19.082145733032398,0.0,617,True
DIX,none,RNN,CNN_LSTM,15.471456327785045,0.0,617,True
DIX,none,LSTM,GRU,-5.894777773374725,0.0,617,True
DIX,none,LSTM,CNN,-18.4563231009256,0.0,617,True
DIX,none,LSTM,CNN_LSTM,-11.610560926242123,0.0,617,True
DIX,none,GRU,CNN,-19.18769638786349,0.0,617,True
DIX,none,GRU,CNN_LSTM,-11.89741685938778,0.0,617,True
DIX,none,CNN,CNN_LSTM,19.963497659103727,0.0,617,True
DIX,wavelet,ARIMA,GARCH,-20.58745105862044,0.0,589,True
DIX,wavelet,ARIMA,ANN,-52.798138850438804,0.0,587,True
DIX,wavelet,ARIMA,RNN,-52.852761943032895,0.0,587,True
DIX,wavelet,ARIMA,LSTM,-52.7078066885066,0.0,587,True
DIX,wavelet,ARIMA,GRU,-52.81916240527737,0.0,587,True
DIX,wavelet,ARIMA,CNN,-52.904786345979545,0.0,587,True
DIX,wavelet,ARIMA,CNN_LSTM,-52.78231295515515,0.0,587,True
DIX,wavelet,GARCH,ANN,-83.87423589395279,0.0,587,True
DIX,wavelet,GARCH,RNN,-84.10061047091075,0.0,587,True
DIX,wavelet,GARCH,LSTM,-83.7583009044898,0.0,587,True
DIX,wavelet,GARCH,GRU,-84.05641518721615,0.0,587,True
DIX,wavelet,GARCH,CNN,-84.21967885092259,0.0,587,True
DIX,wavelet,GARCH,CNN_LSTM,-83.865994698713,0.0,587,True
DIX,wavelet,ANN,RNN,-4.748543130300244,2.0265579223632812e-06,587,True
DIX,wavelet,ANN,LSTM,-16.02718613165465,0.0,587,True
DIX,wavelet,ANN,GRU,-10.222584973676177,0.0,587,True
DIX,wavelet,ANN,CNN,-4.601140951696146,4.291534423828125e-06,587,True
DIX,wavelet,ANN,CNN_LSTM,-3.682693096087569,0.0002307891845703125,587,True
DIX,wavelet,RNN,LSTM,-11.379755195273532,0.0,587,True
DIX,wavelet,RNN,GRU,-8.985377197642192,0.0,587,True
DIX,wavelet,RNN,CNN,-2.8492828441564195,0.004381775856018066,587,True
DIX,wavelet,RNN,CNN_LSTM,-0.2240984528102094,0.8226807117462158,587,False
DIX,wavelet,LSTM,GRU,7.2120748681750575,0.0,587,True
DIX,wavelet,LSTM,CNN,2.6580095371294687,0.007860183715820312,587,True
DIX,wavelet,LSTM,CNN_LSTM,8.001959099336132,0.0,587,True
DIX,wavelet,GRU,CNN,0.7014471356477896,0.483024001121521,587,False
DIX,wavelet,GRU,CNN_LSTM,5.229023650354886,2.384185791015625e-07,587,True
DIX,wavelet,CNN,CNN_LSTM,4.695180371625054,2.6226043701171875e-06,587,True
DIX+GEX,hurst,ARIMA,GARCH,-21.061982598667147,0.0,599,True
DIX+GEX,hurst,ARIMA,ANN,-52.24596116418489,0.0,597,True
DIX+GEX,hurst,ARIMA,RNN,-51.94191043421404,0.0,597,True
DIX+GEX,hurst,ARIMA,LSTM,-51.92945044761901,0.0,597,True
DIX+GEX,hurst,ARIMA,GRU,-51.96866059432424,0.0,597,True
DIX+GEX,hurst,ARIMA,CNN,-52.08140609331227,0.0,597,True
DIX+GEX,hurst,ARIMA,CNN_LSTM,-52.131340115566736,0.0,597,True
DIX+GEX,hurst,GARCH,ANN,-83.38723831000448,0.0,597,True
DIX+GEX,hurst,GARCH,RNN,-82.4361371111951,0.0,597,True
DIX+GEX,hurst,GARCH,LSTM,-82.35941678535808,0.0,597,True
DIX+GEX,hurst,GARCH,GRU,-82.46144019693364,0.0,597,True
DIX+GEX,hurst,GARCH,CNN,-82.96488015389811,0.0,597,True
DIX+GEX,hurst,GARCH,CNN_LSTM,-83.11481372619942,0.0,597,True
DIX+GEX,hurst,ANN,RNN,-1.5560916880617013,0.11968624591827393,597,False
DIX+GEX,hurst,ANN,LSTM,0.18407864696003268,0.8539516925811768,597,False
DIX+GEX,hurst,ANN,GRU,1.437816656107401,0.15048599243164062,597,False
DIX+GEX,hurst,ANN,CNN,-5.900157964137783,0.0,597,True
DIX+GEX,hurst,ANN,CNN_LSTM,-4.265402658115847,2.002716064453125e-05,597,True
DIX+GEX,hurst,RNN,LSTM,4.2390841785273725,2.2411346435546875e-05,597,True
DIX+GEX,hurst,RNN,GRU,8.941082137052478,0.0,597,True
DIX+GEX,hurst,RNN,CNN,-2.4387021587256097,0.01474010944366455,597,True
DIX+GEX,hurst,RNN,CNN_LSTM,-0.46188650196419007,0.644162654876709,597,False
DIX+GEX,hurst,LSTM,GRU,8.267653597042848,0.0,597,True
DIX+GEX,hurst,LSTM,CNN,-4.464266534626892,8.106231689453125e-06,597,True
DIX+GEX,hurst,LSTM,CNN_LSTM,-2.516787485649553,0.011843204498291016,597,True
DIX+GEX,hurst,GRU,CNN,-6.033863771132959,0.0,597,True
DIX+GEX,hurst,GRU,CNN_LSTM,-3.9702848021948878,7.176399230957031e-05,597,True
DIX+GEX,hurst,CNN,CNN_LSTM,4.200759785333107,2.6702880859375e-05,597,True
DIX+GEX,none,ARIMA,GARCH,-18.603575912674465,0.0,619,True
DIX+GEX,none,ARIMA,ANN,-44.173918173978514,0.0,617,True
DIX+GEX,none,ARIMA,RNN,-44.149781275118464,0.0,617,True
DIX+GEX,none,ARIMA,LSTM,-44.274325667448196,0.0,617,True
DIX+GEX,none,ARIMA,GRU,-44.34844636854242,0.0,617,True
DIX+GEX,none,ARIMA,CNN,-44.27656085539588,0.0,617,True
DIX+GEX,none,ARIMA,CNN_LSTM,-44.43705548211285,0.0,617,True
DIX+GEX,none,GARCH,ANN,-74.02545305166662,0.0,617,True
DIX+GEX,none,GARCH,RNN,-74.52542833774731,0.0,617,True
DIX+GEX,none,GARCH,LSTM,-74.28666289963309,0.0,617,True
DIX+GEX,none,GARCH,GRU,-74.41556658599787,0.0,617,True
DIX+GEX,none,GARCH,CNN,-74.60341622889882,0.0,617,True
DIX+GEX,none,GARCH,CNN_LSTM,-75.09763142805967,0.0,617,True
DIX+GEX,none,ANN,RNN,-28.43864980063166,0.0,617,True
DIX+GEX,none,ANN,LSTM,-0.48756101431958615,0.6258608102798462,617,False
DIX+GEX,none,ANN,GRU,17.171914977740588,0.0,617,True
DIX+GEX,none,ANN,CNN,-8.583819177077952,0.0,617,True
DIX+GEX,none,ANN,CNN_LSTM,-6.533931165912331,0.0,617,True
DIX+GEX,none,RNN,LSTM,21.794069433243386,0.0,617,True
DIX+GEX,none,RNN,GRU,29.545609572458922,0.0,617,True
DIX+GEX,none,RNN,CNN,26.22644611592087,0.0,617,True
DIX+GEX,none,RNN,CNN_LSTM,14.71646461646069,0.0,617,True
DIX+GEX,none,LSTM,GRU,9.933321355267736,0.0,617,True
DIX+GEX,none,LSTM,CNN,-8.197418545163163,0.0,617,True
DIX+GEX,none,LSTM,CNN_LSTM,-8.990424761882421,0.0,617,True
DIX+GEX,none,GRU,CNN,-15.507990311810643,0.0,617,True
DIX+GEX,none,GRU,CNN_LSTM,-11.428177075019583,0.0,617,True
DIX+GEX,none,CNN,CNN_LSTM,-2.918856418656608,0.0035132169723510742,617,True
DIX+GEX,wavelet,ARIMA,GARCH,-20.58745105862044,0.0,589,True
DIX+GEX,wavelet,ARIMA,ANN,-52.7375893668729,0.0,587,True
DIX+GEX,wavelet,ARIMA,RNN,-53.084315855042895,0.0,587,True
DIX+GEX,wavelet,ARIMA,LSTM,-52.822583597581215,0.0,587,True
DIX+GEX,wavelet,ARIMA,GRU,-52.67366236453761,0.0,587,True
DIX+GEX,wavelet,ARIMA,CNN,-52.68960488874083,0.0,587,True
DIX+GEX,wavelet,ARIMA,CNN_LSTM,-52.74334734900708,0.0,587,True
DIX+GEX,wavelet,GARCH,ANN,-84.00274574781108,0.0,587,True
DIX+GEX,wavelet,GARCH,RNN,-84.80637554876681,0.0,587,True
DIX+GEX,wavelet,GARCH,LSTM,-83.98761436650557,0.0,587,True
DIX+GEX,wavelet,GARCH,GRU,-83.67613331233436,0.0,587,True
DIX+GEX,wavelet,GARCH,CNN,-83.98106117060266,0.0,587,True
DIX+GEX,wavelet,GARCH,CNN_LSTM,-84.11816142276587,0.0,587,True
DIX+GEX,wavelet,ANN,RNN,10.752228074236934,0.0,587,True
DIX+GEX,wavelet,ANN,LSTM,15.309718977666884,0.0,587,True
DIX+GEX,wavelet,ANN,GRU,7.455280551895657,0.0,587,True
DIX+GEX,wavelet,ANN,CNN,-8.754731228456802,0.0,587,True
DIX+GEX,wavelet,ANN,CNN_LSTM,-6.250709740319616,0.0,587,True
DIX+GEX,wavelet,RNN,LSTM,5.818386962793957,0.0,587,True
DIX+GEX,wavelet,RNN,GRU,-5.471235588151685,0.0,587,True
DIX+GEX,wavelet,RNN,CNN,-23.390073192509842,0.0,587,True
DIX+GEX,wavelet,RNN,CNN_LSTM,-27.315053863623405,0.0,587,True
DIX+GEX,wavelet,LSTM,GRU,-26.3301667170919,0.0,587,True
DIX+GEX,wavelet,LSTM,CNN,-31.82724728338827,0.0,587,True
DIX+GEX,wavelet,LSTM,CNN_LSTM,-33.954802203331575,0.0,587,True
DIX+GEX,wavelet,GRU,CNN,-21.53725343003817,0.0,587,True
DIX+GEX,wavelet,GRU,CNN_LSTM,-22.314259676655805,0.0,587,True
DIX+GEX,wavelet,CNN,CNN_LSTM,3.28968583661243,0.0010030269622802734,587,True
DIX+GEX+PUTCALLRATIO,hurst,ARIMA,GARCH,-21.061982598667147,0.0,599,True
DIX+GEX+PUTCALLRATIO,hurst,ARIMA,ANN,-52.186873749389285,0.0,597,True
DIX+GEX+PUTCALLRATIO,hurst,ARIMA,RNN,-52.07005062665989,0.0,597,True
DIX+GEX+PUTCALLRATIO,hurst,ARIMA,LSTM,-51.9575553197742,0.0,597,True
DIX+GEX+PUTCALLRATIO,hurst,ARIMA,GRU,-51.94339615145938,0.0,597,True
DIX+GEX+PUTCALLRATIO,hurst,ARIMA,CNN,-52.01391902308006,0.0,597,True
DIX+GEX+PUTCALLRATIO,hurst,ARIMA,CNN_LSTM,-52.06396566591596,0.0,597,True
DIX+GEX+PUTCALLRATIO,hurst,GARCH,ANN,-83.0209593910611,0.0,597,True
DIX+GEX+PUTCALLRATIO,hurst,GARCH,RNN,-82.64006514518485,0.0,597,True
DIX+GEX+PUTCALLRATIO,hurst,GARCH,LSTM,-82.40393302300409,0.0,597,True
DIX+GEX+PUTCALLRATIO,hurst,GARCH,GRU,-82.42222889593272,0.0,597,True
DIX+GEX+PUTCALLRATIO,hurst,GARCH,CNN,-82.79018088884625,0.0,597,True
DIX+GEX+PUTCALLRATIO,hurst,GARCH,CNN_LSTM,-82.99203799999422,0.0,597,True
DIX+GEX+PUTCALLRATIO,hurst,ANN,RNN,-5.146459844494468,2.384185791015625e-07,597,True
DIX+GEX+PUTCALLRATIO,hurst,ANN,LSTM,-6.4031014880633,0.0,597,True
DIX+GEX+PUTCALLRATIO,hurst,ANN,GRU,-7.468778323261231,0.0,597,True
DIX+GEX+PUTCALLRATIO,hurst,ANN,CNN,-12.147473866895734,0.0,597,True
DIX+GEX+PUTCALLRATIO,hurst,ANN,CNN_LSTM,-12.11048773075129,0.0,597,True
DIX+GEX+PUTCALLRATIO,hurst,RNN,LSTM,-0.8513966927588215,0.39454901218414307,597,False
DIX+GEX+PUTCALLRATIO,hurst,RNN,GRU,-3.535777304953387,0.00040662288665771484,597,True
DIX+GEX+PUTCALLRATIO,hurst,RNN,CNN,-7.7982362320259,0.0,597,True
DIX+GEX+PUTCALLRATIO,hurst,RNN,CNN_LSTM,-9.312254273834055,0.0,597,True
DIX+GEX+PUTCALLRATIO,hurst,LSTM,GRU,-7.981764497070485,0.0,597,True
DIX+GEX+PUTCALLRATIO,hurst,LSTM,CNN,-8.580707453061835,0.0,597,True
DIX+GEX+PUTCALLRATIO,hurst,LSTM,CNN_LSTM,-9.269380844441702,0.0,597,True
DIX+GEX+PUTCALLRATIO,hurst,GRU,CNN,-5.797295467329283,0.0,597,True
DIX+GEX+PUTCALLRATIO,hurst,GRU,CNN_LSTM,-7.704750694584103,0.0,597,True
DIX+GEX+PUTCALLRATIO,hurst,CNN,CNN_LSTM,-8.450109533196267,0.0,597,True
DIX+GEX+PUTCALLRATIO,none,ARIMA,GARCH,-18.603575912674465,0.0,619,True
DIX+GEX+PUTCALLRATIO,none,ARIMA,ANN,-44.35793125416613,0.0,617,True
DIX+GEX+PUTCALLRATIO,none,ARIMA,RNN,-44.31960695361973,0.0,617,True
DIX+GEX+PUTCALLRATIO,none,ARIMA,LSTM,-44.313829771490724,0.0,617,True
DIX+GEX+PUTCALLRATIO,none,ARIMA,GRU,-44.355335918260735,0.0,617,True
DIX+GEX+PUTCALLRATIO,none,ARIMA,CNN,-44.149425140220515,0.0,617,True
DIX+GEX+PUTCALLRATIO,none,ARIMA,CNN_LSTM,-44.23723044502604,0.0,617,True
DIX+GEX+PUTCALLRATIO,none,GARCH,ANN,-74.30360698394534,0.0,617,True
DIX+GEX+PUTCALLRATIO,none,GARCH,RNN,-74.35010127629407,0.0,617,True
DIX+GEX+PUTCALLRATIO,none,GARCH,LSTM,-74.28548211226082,0.0,617,True
DIX+GEX+PUTCALLRATIO,none,GARCH,GRU,-74.37411233116417,0.0,617,True
DIX+GEX+PUTCALLRATIO,none,GARCH,CNN,-74.30950266372017,0.0,617,True
DIX+GEX+PUTCALLRATIO,none,GARCH,CNN_LSTM,-74.5893641085496,0.0,617,True
DIX+GEX+PUTCALLRATIO,none,ANN,RNN,2.5289470404165075,0.011440515518188477,617,True
DIX+GEX+PUTCALLRATIO,none,ANN,LSTM,5.046260050690827,4.76837158203125e-07,617,True
DIX+GEX+PUTCALLRATIO,none,ANN,GRU,6.633494502123106,0.0,617,True
DIX+GEX+PUTCALLRATIO,none,ANN,CNN,-15.164130946451174,0.0,617,True
DIX+GEX+PUTCALLRATIO,none,ANN,CNN_LSTM,-11.865463799787527,0.0,617,True
DIX+GEX+PUTCALLRATIO,none,RNN,LSTM,3.2116588260713566,0.0013196468353271484,617,True
DIX+GEX+PUTCALLRATIO,none,RNN,GRU,4.868432060697931,1.0728836059570312e-06,617,True
DIX+GEX+PUTCALLRATIO,none,RNN,CNN,-19.701139573869074,0.0,617,True
DIX+GEX+PUTCALLRATIO,none,RNN,CNN_LSTM,-13.339440610380871,0.0,617,True
DIX+GEX+PUTCALLRATIO,none,LSTM,GRU,5.633735841067952,0.0,617,True
DIX+GEX+PUTCALLRATIO,none,LSTM,CNN,-18.921582961239046,0.0,617,True
DIX+GEX+PUTCALLRATIO,none,LSTM,CNN_LSTM,-13.35023559295692,0.0,617,True
DIX+GEX+PUTCALLRATIO,none,GRU,CNN,-18.72572648107016,0.0,617,True
DIX+GEX+PUTCALLRATIO,none,GRU,CNN_LSTM,-13.544259475543694,0.0,617,True
DIX+GEX+PUTCALLRATIO,none,CNN,CNN_LSTM,-3.4898999063201117,0.0004832744598388672,617,True
DIX+GEX+PUTCALLRATIO,wavelet,ARIMA,GARCH,-20.58745105862044,0.0,589,True
DIX+GEX+PUTCALLRATIO,wavelet,ARIMA,ANN,-53.07819402176688,0.0,587,True
DIX+GEX+PUTCALLRATIO,wavelet,ARIMA,RNN,-52.82349564797224,0.0,587,True
DIX+GEX+PUTCALLRATIO,wavelet,ARIMA,LSTM,-52.76875137787557,0.0,587,True
DIX+GEX+PUTCALLRATIO,wavelet,ARIMA,GRU,-52.8730111246095,0.0,587,True
DIX+GEX+PUTCALLRATIO,wavelet,ARIMA,CNN,-52.80915624031822,0.0,587,True
DIX+GEX+PUTCALLRATIO,wavelet,ARIMA,CNN_LSTM,-53.00886558360092,0.0,587,True
DIX+GEX+PUTCALLRATIO,wavelet,GARCH,ANN,-84.70191055388271,0.0,587,True
DIX+GEX+PUTCALLRATIO,wavelet,GARCH,RNN,-84.25226546212242,0.0,587,True
DIX+GEX+PUTCALLRATIO,wavelet,GARCH,LSTM,-84.09329769542943,0.0,587,True
DIX+GEX+PUTCALLRATIO,wavelet,GARCH,GRU,-84.10103553182053,0.0,587,True
DIX+GEX+PUTCALLRATIO,wavelet,GARCH,CNN,-84.24390757307113,0.0,587,True
DIX+GEX+PUTCALLRATIO,wavelet,GARCH,CNN_LSTM,-84.49127234661997,0.0,587,True
DIX+GEX+PUTCALLRATIO,wavelet,ANN,RNN,-25.171820321657336,0.0,587,True
DIX+GEX+PUTCALLRATIO,wavelet,ANN,LSTM,-36.59948040363312,0.0,587,True
DIX+GEX+PUTCALLRATIO,wavelet,ANN,GRU,-0.9443005953375349,0.3450160026550293,587,False
DIX+GEX+PUTCALLRATIO,wavelet,ANN,CNN,-33.57218781173215,0.0,587,True
DIX+GEX+PUTCALLRATIO,wavelet,ANN,CNN_LSTM,-4.939488616033583,7.152557373046875e-07,587,True
DIX+GEX+PUTCALLRATIO,wavelet,RNN,LSTM,-0.4955954893261194,0.6201797723770142,587,False
DIX+GEX+PUTCALLRATIO,wavelet,RNN,GRU,30.82484552698288,0.0,587,True
DIX+GEX+PUTCALLRATIO,wavelet,RNN,CNN,-2.819548296157418,0.004809141159057617,587,True
DIX+GEX+PUTCALLRATIO,wavelet,RNN,CNN_LSTM,20.728232874229654,0.0,587,True
DIX+GEX+PUTCALLRATIO,wavelet,LSTM,GRU,40.78247702650857,0.0,587,True
DIX+GEX+PUTCALLRATIO,wavelet,LSTM,CNN,-3.5683303905206296,0.0003592967987060547,587,True
DIX+GEX+PUTCALLRATIO,wavelet,LSTM,CNN_LSTM,19.948671916196222,0.0,587,True
DIX+GEX+PUTCALLRATIO,wavelet,GRU,CNN,-29.517627445516634,0.0,587,True
DIX+GEX+PUTCALLRATIO,wavelet,GRU,CNN_LSTM,-5.932693178576556,0.0,587,True
DIX+GEX+PUTCALLRATIO,wavelet,CNN,CNN_LSTM,18.04881897403906,0.0,587,True
DIX+GEX+SKEW,hurst,ARIMA,GARCH,-21.061982598667147,0.0,599,True
DIX+GEX+SKEW,hurst,ARIMA,ANN,-52.178393546074666,0.0,597,True
DIX+GEX+SKEW,hurst,ARIMA,RNN,-51.84537451961847,0.0,597,True
DIX+GEX+SKEW,hurst,ARIMA,LSTM,-51.948010372020114,0.0,597,True
DIX+GEX+SKEW,hurst,ARIMA,GRU,-51.842498682858924,0.0,597,True
DIX+GEX+SKEW,hurst,ARIMA,CNN,-52.060538092403476,0.0,597,True
DIX+GEX+SKEW,hurst,ARIMA,CNN_LSTM,-52.164576157808135,0.0,597,True
DIX+GEX+SKEW,hurst,GARCH,ANN,-83.24141289140937,0.0,597,True
DIX+GEX+SKEW,hurst,GARCH,RNN,-82.1792705416983,0.0,597,True
DIX+GEX+SKEW,hurst,GARCH,LSTM,-82.40712906038505,0.0,597,True
DIX+GEX+SKEW,hurst,GARCH,GRU,-82.20695060520157,0.0,597,True
DIX+GEX+SKEW,hurst,GARCH,CNN,-83.12266937778783,0.0,597,True
DIX+GEX+SKEW,hurst,GARCH,CNN_LSTM,-83.3087420479047,0.0,597,True
DIX+GEX+SKEW,hurst,ANN,RNN,-2.4806088063473193,0.013115882873535156,597,True
DIX+GEX+SKEW,hurst,ANN,LSTM,4.168776026642343,3.075599670410156e-05,597,True
DIX+GEX+SKEW,hurst,ANN,GRU,-1.136390144645529,0.25579333305358887,597,False
DIX+GEX+SKEW,hurst,ANN,CNN,-9.679128352990547,0.0,597,True
DIX+GEX+SKEW,hurst,ANN,CNN_LSTM,-3.3881931588788663,0.0007036924362182617,597,True
DIX+GEX+SKEW,hurst,RNN,LSTM,13.636926427346477,0.0,597,True
DIX+GEX+SKEW,hurst,RNN,GRU,3.496338027848762,0.0004715919494628906,597,True
DIX+GEX+SKEW,hurst,RNN,CNN,-6.455749655021607,0.0,597,True
DIX+GEX+SKEW,hurst,RNN,CNN_LSTM,-0.9247507596131712,0.35509562492370605,597,False
DIX+GEX+SKEW,hurst,LSTM,GRU,-16.401873940187368,0.0,597,True
DIX+GEX+SKEW,hurst,LSTM,CNN,-10.875369215169455,0.0,597,True
DIX+GEX+SKEW,hurst,LSTM,CNN_LSTM,-6.333913910235132,0.0,597,True
DIX+GEX+SKEW,hurst,GRU,CNN,-7.68307598270165,0.0,597,True
DIX+GEX+SKEW,hurst,GRU,CNN_LSTM,-2.169033746807948,0.030080199241638184,597,True
DIX+GEX+SKEW,hurst,CNN,CNN_LSTM,18.188287203243032,0.0,597,True
DIX+GEX+SKEW,none,ARIMA,GARCH,-18.603575912674465,0.0,619,True
DIX+GEX+SKEW,none,ARIMA,ANN,-44.43746341112883,0.0,617,True
DIX+GEX+SKEW,none,ARIMA,RNN,-44.391970073905576,0.0,617,True
DIX+GEX+SKEW,none,ARIMA,LSTM,-44.312380156990265,0.0,617,True
DIX+GEX+SKEW,none,ARIMA,GRU,-44.391682574790636,0.0,617,True
DIX+GEX+SKEW,none,ARIMA,CNN,-44.430219979433225,0.0,617,True
DIX+GEX+SKEW,none,ARIMA,CNN_LSTM,-44.45443377569944,0.0,617,True
DIX+GEX+SKEW,none,GARCH,ANN,-75.0410327526707,0.0,617,True
DIX+GEX+SKEW,none,GARCH,RNN,-74.85804869171065,0.0,617,True
DIX+GEX+SKEW,none,GARCH,LSTM,-74.40130988442712,0.0,617,True
DIX+GEX+SKEW,none,GARCH,GRU,-74.51502890533439,0.0,617,True
DIX+GEX+SKEW,none,GARCH,CNN,-74.86922514070119,0.0,617,True
DIX+GEX+SKEW,none,GARCH,CNN_LSTM,-75.1133153586656,0.0,617,True
DIX+GEX+SKEW,none,ANN,RNN,-4.522097916140186,6.198883056640625e-06,617,True
DIX+GEX+SKEW,none,ANN,LSTM,1.4002984698028904,0.161423921585083,617,False
DIX+GEX+SKEW,none,ANN,GRU,8.404284919556043,0.0,617,True
DIX+GEX+SKEW,none,ANN,CNN,7.273374352827139,0.0,617,True
DIX+GEX+SKEW,none,ANN,CNN_LSTM,-5.9540242728731645,0.0,617,True
DIX+GEX+SKEW,none,RNN,LSTM,5.643803357478888,0.0,617,True
DIX+GEX+SKEW,none,RNN,GRU,13.054842284416502,0.0,617,True
DIX+GEX+SKEW,none,RNN,CNN,10.762467587414942,0.0,617,True
DIX+GEX+SKEW,none,RNN,CNN_LSTM,2.584641968492701,0.009748101234436035,617,True
DIX+GEX+SKEW,none,LSTM,GRU,10.814669560316018,0.0,617,True
DIX+GEX+SKEW,none,LSTM,CNN,6.4306648061808085,0.0,617,True
DIX+GEX+SKEW,none,LSTM,CNN_LSTM,-4.405722156023441,1.049041748046875e-05,617,True
DIX+GEX+SKEW,none,GRU,CNN,-6.645419155072035,0.0,617,True
DIX+GEX+SKEW,none,GRU,CNN_LSTM,-9.60499226530223,0.0,617,True
DIX+GEX+SKEW,none,CNN,CNN_LSTM,-10.63111094340563,0.0,617,True
DIX+GEX+SKEW,wavelet,ARIMA,GARCH,-20.58745105862044,0.0,589,True
DIX+GEX+SKEW,wavelet,ARIMA,ANN,-53.07932584186054,0.0,587,True
DIX+GEX+SKEW,wavelet,ARIMA,RNN,-52.963394442588424,0.0,587,True
DIX+GEX+SKEW,wavelet,ARIMA,LSTM,-52.912047706553,0.0,587,True
DIX+GEX+SKEW,wavelet,ARIMA,GRU,-52.83612478928244,0.0,587,True
DIX+GEX+SKEW,wavelet,ARIMA,CNN,-53.0513341485634,0.0,587,True
DIX+GEX+SKEW,wavelet,ARIMA,CNN_LSTM,-52.570944523560904,0.0,587,True
DIX+GEX+SKEW,wavelet,GARCH,ANN,-84.64505769884022,0.0,587,True
DIX+GEX+SKEW,wavelet,GARCH,RNN,-84.48582160481446,0.0,587,True
DIX+GEX+SKEW,wavelet,GARCH,LSTM,-84.29332960196285,0.0,587,True
DIX+GEX+SKEW,wavelet,GARCH,GRU,-84.21003300708944,0.0,587,True
DIX+GEX+SKEW,wavelet,GARCH,CNN,-84.78166546433273,0.0,587,True
DIX+GEX+SKEW,wavelet,GARCH,CNN_LSTM,-83.35736246766211,0.0,587,True
DIX+GEX+SKEW,wavelet,ANN,RNN,-12.605756954860576,0.0,587,True
DIX+GEX+SKEW,wavelet,ANN,LSTM,-10.531265986593384,0.0,587,True
DIX+GEX+SKEW,wavelet,ANN,GRU,-24.820298340772805,0.0,587,True
DIX+GEX+SKEW,wavelet,ANN,CNN,-10.916249060775957,0.0,587,True
DIX+GEX+SKEW,wavelet,ANN,CNN_LSTM,-15.16743008159291,0.0,587,True
DIX+GEX+SKEW,wavelet,RNN,LSTM,4.766204460710596,1.9073486328125e-06,587,True
