shock_period,model,start_date,end_date,n_observations,mse,rmse,mae,r2,explained_variance,mape
Bear_2022,ARIMA,2022-01-04,2022-10-12,120,6.789179396952229,2.605605380128048,2.2287969576499607,-1.0630796829081777,-0.8320913212432879,7.015886875059704
Bear_2022,GARCH,2022-01-04,2022-10-12,120,518.2659428316379,22.765455032387074,22.722535789507916,-156.48942169346637,0.4067366436296209,72.92906347709885
Bear_2022,ANN,2022-01-04,2022-10-12,90,0.017495883063832384,0.13227200408186301,0.12308632209707952,-28.557714630701607,-3.68720330982139,39.81847261911758
Bear_2022,RNN,2022-01-04,2022-10-12,90,0.011499004615312619,0.1072334118421708,0.0968242273803465,-18.426529985167903,-2.882847977863246,31.172443294153968
Bear_2022,LSTM,2022-01-04,2022-10-12,90,0.019715786608273056,0.14041291467765013,0.13689113852075338,-32.30804122095533,-0.6498822520906464,44.323743640841734
Bear_2022,GRU,2022-01-04,2022-10-12,90,0.021183918855240062,0.14554696443155407,0.14198044601438706,-34.78831808595606,-0.7324420183536058,46.036101815825894
Bear_2022,CNN,2022-01-04,2022-10-12,90,0.008095319405942044,0.08997399294208323,0.07866239379124303,-12.676311162587464,-4.731388932565475,25.131055488281913
Bear_2022,CNN_LSTM,2022-01-04,2022-10-12,90,0.009450725786797554,0.09721484344891758,0.08255195096091246,-14.966147855470782,-7.69918477091465,26.55742286320018
