features,model,fractal,regime_mode,used_lime,used_online_adapt,used_rfe,rfe_features_selected,mse,rmse,mae,r2,explained_variance,mape
SKEW,ANN,none,feature,False,False,False,,0.002559048680248425,0.050587040635408045,0.03921097669170045,0.23627640194698118,0.33173568463737757,36.87003572842026
SKEW,RNN,none,feature,False,False,False,,0.002806584860375952,0.05297721076440276,0.04351744605534205,0.16240159698745105,0.1670585817901017,51.34038108986343
SKEW,LSTM,none,feature,False,False,False,,0.0031907599680537106,0.05648681233751565,0.04466502252910045,0.04774821122630912,0.14985607927361622,43.80317692803469
SKEW,GRU,none,feature,False,False,False,,0.0028089819159184733,0.05299982939518271,0.04097732186993639,0.16168621869168154,0.250736794566339,39.460753882236574
SKEW,CNN,none,feature,False,False,False,,0.0023156867158009957,0.048121582640235305,0.03896114937792283,0.3089054521684871,0.3211940155953067,41.84243639662928
SKEW,CNN_LSTM,none,feature,False,False,False,,0.002373879836236475,0.048722477730883874,0.038107738748366836,0.2915382720659958,0.3607501651974667,37.31056374187109
SKEW,ARIMA,hurst,feature,False,False,False,,12.124524539457317,3.4820287964715795,2.834046747840598,0.091124633435402,0.262894040917397,18.53619374333981
SKEW,GARCH,hurst,feature,False,False,False,,70.8938544375359,8.419848836976582,7.572674555575782,-4.314326160123115,-0.015615624488694024,42.32403066140999
SKEW,ANN,hurst,feature,False,False,False,,0.0027238137950000864,0.052190169524538685,0.04105291575899991,-0.1232512911952508,-0.07346576256042336,48.91545575829257
SKEW,RNN,hurst,feature,False,False,False,,0.011169199159429108,0.10568443196341223,0.09070297858088726,-3.605974681703695,-0.8110802986631689,119.16515309426188
SKEW,LSTM,hurst,feature,False,False,False,,0.0026586745397983937,0.051562336446270486,0.03884271974567838,-0.0963890465560957,0.0585822854238669,36.773646751502206
SKEW,GRU,hurst,feature,False,False,False,,0.0022475917700434,0.04740877313370807,0.03723704379181216,0.07313401436789913,0.07682964563095629,43.1130021389561
SKEW,CNN,hurst,feature,False,False,False,,0.004223016070762354,0.06498473721392088,0.048386006699212995,-0.7414950548122758,-0.7314917532997802,51.118013791335
SKEW,CNN_LSTM,hurst,feature,False,False,False,,0.0020275926292653308,0.04502879777725951,0.036671795243033906,0.16385766052698025,0.16777847501931675,42.454234821634564
SKEW,ARIMA,wavelet,feature,False,False,False,,12.702823412402791,3.564102048539406,2.9374060154091994,-0.021310779236695998,0.16315588651216872,19.21949039288694
SKEW,GARCH,wavelet,feature,False,False,False,,66.35858810930222,8.146078081463633,7.332374104463167,-4.335250214120618,-0.01263194414518276,41.34189807175817
SKEW,ANN,wavelet,feature,False,False,False,,0.006253283569481634,0.07907770589414967,0.0642963653524267,-1.7512166403757194,-0.2634466268649853,73.32144478793965
SKEW,RNN,wavelet,feature,False,False,False,,0.008248901748770967,0.0908234647476684,0.07873378531027861,-2.629215835789183,-0.23244536865093668,94.84984155938422
SKEW,LSTM,wavelet,feature,False,False,False,,0.006442520465809639,0.08026531296774242,0.07247929041719911,-1.8344739710829883,0.2343471039742283,89.50485428022013
SKEW,GRU,wavelet,feature,False,False,False,,0.008293621127342036,0.09106932045064373,0.08188554334283997,-2.6488907309230663,0.024136127997952173,98.53352385226611
SKEW,CNN,wavelet,feature,False,False,False,,0.00979153667349225,0.09895219387912654,0.08154369195734676,-3.3079189247760397,-0.7666440140403534,91.10878881093976
SKEW,CNN_LSTM,wavelet,feature,False,False,False,,0.00930035466875083,0.09643834646420908,0.08981144893790273,-3.091816761827155,0.2972691797981102,113.57816969061344
PUTCALLRATIO,ARIMA,none,feature,False,False,False,,11.513700160040147,3.3931843687073866,2.7544182343067853,0.3794056249896901,0.46991275916712183,17.696373638475936
PUTCALLRATIO,GARCH,none,feature,False,False,False,,83.67996314673759,9.147675286472383,8.049273817180802,-3.5103931584192214,-0.018135148491324138,43.46097916660083
PUTCALLRATIO,ANN,none,feature,False,False,False,,0.002778722701490722,0.05271359124069164,0.040180431672928556,0.1707167917696336,0.22691910079320443,39.23214046073755
PUTCALLRATIO,RNN,none,feature,False,False,False,,0.0040534493607749,0.06366670527658,0.053499028857994,-0.20971318530610894,0.10196148197108801,71.0120007988145
PUTCALLRATIO,LSTM,none,feature,False,False,False,,0.002922368492188746,0.05405893535937187,0.04383809808775747,0.12784707969115294,0.13605473456683892,51.19569919702053
PUTCALLRATIO,GRU,none,feature,False,False,False,,0.0030518831165553782,0.05524385139140263,0.042987949558582185,0.08919467902163258,0.09410883041100382,46.336931729393335
PUTCALLRATIO,CNN,none,feature,False,False,False,,0.0028295834393602193,0.05319382895938418,0.04045853021275439,0.15553789110036098,0.18433404403791986,39.78244926882438
PUTCALLRATIO,CNN_LSTM,none,feature,False,False,False,,0.002993710803018805,0.05471481337826901,0.042418167880045245,0.10655564950418983,0.11854578087426504,43.07878108040473
PUTCALLRATIO,ARIMA,hurst,feature,False,False,False,,12.124524539457317,3.4820287964715795,2.834046747840598,0.091124633435402,0.262894040917397,18.53619374333981
PUTCALLRATIO,GARCH,hurst,feature,False,False,False,,70.8938544375359,8.419848836976582,7.572674555575782,-4.314326160123115,-0.015615624488694024,42.32403066140999
PUTCALLRATIO,ANN,hurst,feature,False,False,False,,0.0034807567563711487,0.058997938577302414,0.043523031855853135,-0.4354008075395486,-0.052916925941334014,37.42143485388755
PUTCALLRATIO,RNN,hurst,feature,False,False,False,,0.002574742472968587,0.050741920272774334,0.03986197100105155,-0.06177698804742526,-0.01267657070581274,42.483632300030735
PUTCALLRATIO,LSTM,hurst,feature,False,False,False,,0.002412613008716607,0.04911835714594501,0.04002142604420577,0.005082255560240334,0.007051192516539406,48.01706334990737
PUTCALLRATIO,GRU,hurst,feature,False,False,False,,0.003136687947579196,0.05600614205227134,0.04517250215646325,-0.29351308582927627,-0.11521738127158931,62.036908423150464
PUTCALLRATIO,CNN,hurst,feature,False,False,False,,0.0032811365255120263,0.057281205691849975,0.045312249823143025,-0.3530810533504791,-0.3471664562819665,50.25194962813172
PUTCALLRATIO,CNN_LSTM,hurst,feature,False,False,False,,0.0037331018665676106,0.06109911510462006,0.04895612601558305,-0.5394633434497811,-0.3908877393501651,65.75551731880678
PUTCALLRATIO,ARIMA,wavelet,feature,False,False,False,,12.702823412402791,3.564102048539406,2.9374060154091994,-0.021310779236695998,0.16315588651216872,19.21949039288694
PUTCALLRATIO,GARCH,wavelet,feature,False,False,False,,66.35858810930222,8.146078081463633,7.332374104463167,-4.335250214120618,-0.01263194414518276,41.34189807175817
PUTCALLRATIO,ANN,wavelet,feature,False,False,False,,0.00631464232402758,0.07946472377116515,0.0653629034045808,-1.7782122539064087,-0.2688907996583896,72.84458484802066
PUTCALLRATIO,RNN,wavelet,feature,False,False,False,,0.008434552804938687,0.09183982145528533,0.08069455783523792,-2.7108955276433457,-0.08615713160780958,96.70150565977113
PUTCALLRATIO,LSTM,wavelet,feature,False,False,False,,0.01060950114722648,0.10300243272479771,0.096714460605121,-3.667793452513206,0.30246478505487295,120.54563026772757
PUTCALLRATIO,GRU,wavelet,feature,False,False,False,,0.01329996250509087,0.11532546338554582,0.10777172534061215,-4.851498297463641,0.11076125603964682,128.8039819441542
PUTCALLRATIO,CNN,wavelet,feature,False,False,False,,0.0068558767081308555,0.08280022166716014,0.0703182641328617,-2.016335637780374,-0.1887704967917958,79.2986250036602
PUTCALLRATIO,CNN_LSTM,wavelet,feature,False,False,False,,0.0047116053850245285,0.06864113478829242,0.060241205024850565,-1.0729344822016236,0.25829130034920067,73.47134760264046
DIX+GEX,ARIMA,none,feature,False,False,False,,11.513700160040147,3.3931843687073866,2.7544182343067853,0.3794056249896901,0.46991275916712183,17.696373638475936
DIX+GEX,GARCH,none,feature,False,False,False,,83.67996314673759,9.147675286472383,8.049273817180802,-3.5103931584192214,-0.018135148491324138,43.46097916660083
DIX+GEX,ANN,none,feature,False,False,False,,0.005563148612418779,0.07458651763166571,0.06468294242298109,-0.6602684847588274,-0.13720479113108563,84.91469425067429
DIX+GEX,RNN,none,feature,False,False,False,,0.017052065478695668,0.13058355745918268,0.12197455161053257,-4.089025817344314,0.19437744069831553,155.2483044724288
DIX+GEX,LSTM,none,feature,False,False,False,,0.005705560473245503,0.07553516050982816,0.0624318670806862,-0.7027699422713327,-0.44591632825106364,71.88274706055921
DIX+GEX,GRU,none,feature,False,False,False,,0.0029687313596665527,0.05448606573855881,0.04476646614037248,0.11401052541240886,0.15945354269155088,54.38099205013744
DIX+GEX,CNN,none,feature,False,False,False,,0.008051829665645724,0.08973198797332936,0.07905735885174901,-1.4029915376834592,-0.03878014018732956,98.13929243650207
DIX+GEX,CNN_LSTM,none,feature,False,False,False,,0.008964712987010147,0.09468216826314313,0.07750876559215708,-1.6754328320504523,-0.4940752144650149,89.35990513749535
DIX+GEX,ARIMA,hurst,feature,False,False,False,,12.124524539457317,3.4820287964715795,2.834046747840598,0.091124633435402,0.262894040917397,18.53619374333981
DIX+GEX,GARCH,hurst,feature,False,False,False,,70.8938544375359,8.419848836976582,7.572674555575782,-4.314326160123115,-0.015615624488694024,42.32403066140999
DIX+GEX,ANN,hurst,feature,False,False,False,,0.0030762814689574702,0.055464235944953484,0.04307253629560938,-0.2686025522116837,-0.009623758086434009,48.36629868262515
DIX+GEX,RNN,hurst,feature,False,False,False,,0.0034318807855543694,0.05858225657615426,0.049183172660471286,-0.41524524572062216,-0.07014657326975815,66.58530518652793
DIX+GEX,LSTM,hurst,feature,False,False,False,,0.0030351734647632955,0.05509240841316792,0.046653367011139195,-0.2516503586093437,-0.015227237886878742,62.64392785403926
DIX+GEX,GRU,hurst,feature,False,False,False,,0.0027616539735196206,0.05255144121258351,0.043736717556308966,-0.13885589289715394,0.04613070831491095,59.08592637486048
DIX+GEX,CNN,hurst,feature,False,False,False,,0.003852242066605729,0.06206643268793309,0.053087728018527874,-0.5885945960235544,0.00843566819626751,64.65247841718696
DIX+GEX,CNN_LSTM,hurst,feature,False,False,False,,0.0035206436057149924,0.059335011634910735,0.050277811332322855,-0.4518494190817268,0.08960275793856698,60.78673635760207
DIX+GEX,ARIMA,wavelet,feature,False,False,False,,12.702823412402791,3.564102048539406,2.9374060154091994,-0.021310779236695998,0.16315588651216872,19.21949039288694
DIX+GEX,GARCH,wavelet,feature,False,False,False,,66.35858810930222,8.146078081463633,7.332374104463167,-4.335250214120618,-0.01263194414518276,41.34189807175817
DIX+GEX,ANN,wavelet,feature,False,False,False,,0.01393580819772033,0.11805002413265459,0.10685414333082359,-5.131247205511067,-0.20805905912949552,130.24270705612676
DIX+GEX,RNN,wavelet,feature,False,False,False,,0.008221269359675364,0.0906712157174225,0.07640150373559854,-2.61705859266268,-0.443142931345623,83.90974076362488
DIX+GEX,LSTM,wavelet,feature,False,False,False,,0.006714491072016106,0.08194199821835019,0.07454275167244698,-1.9541311158732944,0.25638862323578615,92.6172733448465
DIX+GEX,GRU,wavelet,feature,False,False,False,,0.010027072940350766,0.10013527320755042,0.09345347012160596,-3.4115462894386086,0.2641270409324519,118.94494556444283
DIX+GEX,CNN,wavelet,feature,False,False,False,,0.01723741583476265,0.13129133952688063,0.12330247039586949,-6.583834117665982,0.013955235180343806,148.5566704200401
DIX+GEX,CNN_LSTM,wavelet,feature,False,False,False,,0.01658289156090217,0.128774576531636,0.12042746849629045,-6.29586731530265,-0.044584000838144844,144.4816598954575
DIX+SKEW,ARIMA,none,feature,False,False,False,,11.513700160040147,3.3931843687073866,2.7544182343067853,0.3794056249896901,0.46991275916712183,17.696373638475936
DIX+SKEW,GARCH,none,feature,False,False,False,,83.67996314673759,9.147675286472383,8.049273817180802,-3.5103931584192214,-0.018135148491324138,43.46097916660083
DIX+SKEW,ANN,none,feature,False,False,False,,0.0025039193618992786,0.05003917826962468,0.03822657513590355,0.25272921962598394,0.2541169956679622,40.74065578956905
DIX+SKEW,RNN,none,feature,False,False,False,,0.006939702033232504,0.08330487400646197,0.07212990335898774,-1.0710876847101125,-0.3455183320015809,89.17031496388525
DIX+SKEW,LSTM,none,feature,False,False,False,,0.005868311232718962,0.07660490345088206,0.06571563325027448,-0.7513413495174293,-0.25289670491985006,80.73877248875898
DIX+SKEW,GRU,none,feature,False,False,False,,0.0027457583127456315,0.0523999839002421,0.03945520183026318,0.18055469824415005,0.19176935983764132,41.94249800466557
DIX+SKEW,CNN,none,feature,False,False,False,,0.005026894237797718,0.07090059405814396,0.06188344340191694,-0.5002284966107666,0.15432344637419326,79.18392530820888
DIX+SKEW,CNN_LSTM,none,feature,False,False,False,,0.0031548808352827055,0.05616832590778103,0.04687869658640286,0.05845599517211264,0.15005951947372953,56.693686763853634
DIX+SKEW,ARIMA,hurst,feature,False,False,False,,12.124524539457317,3.4820287964715795,2.834046747840598,0.091124633435402,0.262894040917397,18.53619374333981
DIX+SKEW,GARCH,hurst,feature,False,False,False,,70.8938544375359,8.419848836976582,7.572674555575782,-4.314326160123115,-0.015615624488694024,42.32403066140999
DIX+SKEW,ANN,hurst,feature,False,False,False,,0.0026382280545353097,0.05136368419939627,0.03832244266489116,-0.08795728774265488,-0.07163643865878444,41.4118072400693
DIX+SKEW,RNN,hurst,feature,False,False,False,,0.004005241675394002,0.06328697871911726,0.054078296771815984,-0.6516888532151661,-0.12900895428323533,71.86494815541185
DIX+SKEW,LSTM,hurst,feature,False,False,False,,0.0035060329647767685,0.059211763736412786,0.05067652266916426,-0.4458242563745052,-0.16214974196608645,63.692861160931535
DIX+SKEW,GRU,hurst,feature,False,False,False,,0.004077326959961782,0.06385395022989401,0.05477286748462682,-0.6814155140888158,-0.04376165892723205,76.91127467994919
DIX+SKEW,CNN,hurst,feature,False,False,False,,0.006436616245951981,0.08022852513883065,0.06505283809791998,-1.6543435246804976,-0.3353890219730422,82.7524261380451
DIX+SKEW,CNN_LSTM,hurst,feature,False,False,False,,0.011217316269062243,0.1059118325262208,0.08517522605098954,-3.6258173029662837,-0.9420838350452454,107.28406469903058
DIX+SKEW,ARIMA,wavelet,feature,False,False,False,,12.702823412402791,3.564102048539406,2.9374060154091994,-0.021310779236695998,0.16315588651216872,19.21949039288694
DIX+SKEW,GARCH,wavelet,feature,False,False,False,,66.35858810930222,8.146078081463633,7.332374104463167,-4.335250214120618,-0.01263194414518276,41.34189807175817
DIX+SKEW,ANN,wavelet,feature,False,False,False,,0.005889249487915719,0.07674144569862962,0.06336070727075577,-1.5910549250561217,-0.1437945747905447,74.43401515877596
DIX+SKEW,RNN,wavelet,feature,False,False,False,,0.012171981785537852,0.1103267047705942,0.09728877847652113,-4.355227931475026,-0.4563878894466371,113.340270021141
DIX+SKEW,LSTM,wavelet,feature,False,False,False,,0.004155767019468737,0.06446523884597603,0.05644638124705249,-0.8283858792661098,0.2691564286994964,70.17318536555172
DIX+SKEW,GRU,wavelet,feature,False,False,False,,0.00589585708802066,0.07678448468291403,0.06853259382259355,-1.5939620280460423,0.2179777707828714,82.49937410764203
DIX+SKEW,CNN,wavelet,feature,False,False,False,,0.022487791750534156,0.1499593003135656,0.14210443908348816,-8.89380797815027,-0.11455607528367961,169.24338972382728
DIX+SKEW,CNN_LSTM,wavelet,feature,False,False,False,,0.00918715123863595,0.09584962826550737,0.08583066818029521,-3.042011382426221,-0.022447558093455555,102.02620528716623
DIX+PUTCALLRATIO,ARIMA,none,feature,False,False,False,,11.513700160040147,3.3931843687073866,2.7544182343067853,0.3794056249896901,0.46991275916712183,17.696373638475936
DIX+PUTCALLRATIO,GARCH,none,feature,False,False,False,,83.67996314673759,9.147675286472383,8.049273817180802,-3.5103931584192214,-0.018135148491324138,43.46097916660083
DIX+PUTCALLRATIO,ANN,none,feature,False,False,False,,0.004521309797135453,0.06724068557901126,0.056695773537246676,-0.3493416568556418,-0.11764626985703641,71.4652722025862
DIX+PUTCALLRATIO,RNN,none,feature,False,False,False,,0.004118134965529716,0.06417269641778905,0.05449140050759847,-0.22901798524480643,0.033719072200242395,69.87932537814889
DIX+PUTCALLRATIO,LSTM,none,feature,False,False,False,,0.006454707137458383,0.08034119203408911,0.07120882431848768,-0.9263455976615755,-0.19227601392946103,91.79018007928332
DIX+PUTCALLRATIO,GRU,none,feature,False,False,False,,0.0035197236435139186,0.059327258857239634,0.04935490473584872,-0.050427850757328585,0.060807288156945694,62.23086754216332
DIX+PUTCALLRATIO,CNN,none,feature,False,False,False,,0.01886768879459995,0.13735970586238144,0.12003031915552266,-4.630881227221378,-1.2194590258748081,152.7639851299976
DIX+PUTCALLRATIO,CNN_LSTM,none,feature,False,False,False,,0.00674366431831744,0.08211981684293651,0.07268182649751771,-1.0125821040446872,-0.24596710489223583,93.21410268568147
DIX+PUTCALLRATIO,ARIMA,hurst,feature,False,False,False,,12.124524539457317,3.4820287964715795,2.834046747840598,0.091124633435402,0.262894040917397,18.53619374333981
DIX+PUTCALLRATIO,GARCH,hurst,feature,False,False,False,,70.8938544375359,8.419848836976582,7.572674555575782,-4.314326160123115,-0.015615624488694024,42.32403066140999
DIX+PUTCALLRATIO,ANN,hurst,feature,False,False,False,,0.0031224133557200395,0.05587855899824225,0.042165775397911255,-0.2876265036530219,-0.26662169369301836,43.50957628335448
DIX+PUTCALLRATIO,RNN,hurst,feature,False,False,False,,0.003899697103194459,0.062447554821581756,0.052877221648502504,-0.6081641903988584,-0.21744020364281869,68.73176958543134
DIX+PUTCALLRATIO,LSTM,hurst,feature,False,False,False,,0.0024870417042735567,0.04987024868870775,0.039999956039896846,-0.025610785403053393,-0.025599135729874378,47.401362991573826
DIX+PUTCALLRATIO,GRU,hurst,feature,False,False,False,,0.0036673313635198017,0.060558495386855524,0.051315234191419506,-0.5123407836747251,0.01433532896964973,72.20590469800209
DIX+PUTCALLRATIO,CNN,hurst,feature,False,False,False,,0.010385032095989366,0.10190697766095003,0.08939662133589159,-3.2825984405897346,-0.562600296388045,122.15434473091076
DIX+PUTCALLRATIO,CNN_LSTM,hurst,feature,False,False,False,,0.005984900762772187,0.07736214037093458,0.06625574611896397,-1.4680642714268535,-0.5590745959128967,86.78930991514895
DIX+PUTCALLRATIO,ARIMA,wavelet,feature,False,False,False,,12.702823412402791,3.564102048539406,2.9374060154091994,-0.021310779236695998,0.16315588651216872,19.21949039288694
DIX+PUTCALLRATIO,GARCH,wavelet,feature,False,False,False,,66.35858810930222,8.146078081463633,7.332374104463167,-4.335250214120618,-0.01263194414518276,41.34189807175817
DIX+PUTCALLRATIO,ANN,wavelet,feature,False,False,False,,0.004118687875732558,0.0641770042595676,0.054183579556883736,-0.8120724087310907,0.1999552030992926,65.41863462292179
DIX+PUTCALLRATIO,RNN,wavelet,feature,False,False,False,,0.006655093647372723,0.08157875732917684,0.0750093835469927,-1.927998415947152,0.35178762137893904,93.92245205142764
DIX+PUTCALLRATIO,LSTM,wavelet,feature,False,False,False,,0.009436437815392534,0.09714132907981306,0.09093025246051249,-3.1516883818097403,0.31608156791288433,113.27625256977637
DIX+PUTCALLRATIO,GRU,wavelet,feature,False,False,False,,0.00763595702420515,0.08738396319809001,0.08130303708656145,-2.359542518224316,0.3526562031298299,102.7661401293818
DIX+PUTCALLRATIO,CNN,wavelet,feature,False,False,False,,0.020726859743701965,0.14396825950084263,0.129373712118195,-8.119062136875632,-0.9401947839703908,145.42361175398977
DIX+PUTCALLRATIO,CNN_LSTM,wavelet,feature,False,False,False,,0.012379006556730904,0.11126098398239566,0.10053717474378489,-4.446311278191625,-0.16840119985262114,118.91405878156338
GEX+SKEW,ARIMA,none,feature,False,False,False,,11.513700160040147,3.3931843687073866,2.7544182343067853,0.3794056249896901,0.46991275916712183,17.696373638475936
GEX+SKEW,GARCH,none,feature,False,False,False,,83.67996314673759,9.147675286472383,8.049273817180802,-3.5103931584192214,-0.018135148491324138,43.46097916660083
GEX+SKEW,ANN,none,feature,False,False,False,,0.0023331794496058243,0.04830299627979432,0.0369653258353884,0.30368491310476353,0.390719492292239,34.85759233358714
GEX+SKEW,RNN,none,feature,False,False,False,,0.003632102267303676,0.06026692515222322,0.05047456239925016,-0.08396617598239953,0.0767729861612868,65.69613416977795
GEX+SKEW,LSTM,none,feature,False,False,False,,0.0027706381267521667,0.05263685141374023,0.040566659614593166,0.17312955576107847,0.20119362068684987,41.59331859202637
GEX+SKEW,GRU,none,feature,False,False,False,,0.0024414707624363526,0.04941124125577451,0.03873517537510034,0.2713664067351279,0.28042360913314324,41.9229505966168
GEX+SKEW,CNN,none,feature,False,False,False,,0.0019297659268659516,0.04392910113883451,0.036363875316117886,0.42407981980119636,0.4920903678944749,45.88263021142001
GEX+SKEW,CNN_LSTM,none,feature,False,False,False,,0.002921256855892811,0.05404865267416766,0.03996064757958632,0.12817883690945453,0.2787851994371092,36.16177078729441
GEX+SKEW,ARIMA,hurst,feature,False,False,False,,12.124524539457317,3.4820287964715795,2.834046747840598,0.091124633435402,0.262894040917397,18.53619374333981
GEX+SKEW,GARCH,hurst,feature,False,False,False,,70.8938544375359,8.419848836976582,7.572674555575782,-4.314326160123115,-0.015615624488694024,42.32403066140999
